movieId_ref,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,action,adult,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,romance,sci-fi,thriller,war,western,directors,writers,actors,averageRating,numVotes
60,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,1996,89,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0054077,"nm0915465,nm0005541,nm0064556","['nm0915465', 'nm0005541', 'nm0005540']",6.6,44197.0
61,tt0118002,Two If by Sea,Two If by Sea,0,1996,96,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,nm0071611,"nm0001459,nm0035836,nm0501181","['nm0001459', 'nm0226820', 'nm0001433']",5.2,5052.0
62,tt0115683,Bio-Dome,Bio-Dome,0,1996,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0089176,"nm0498963,nm0669692,nm0089820,nm0462835,nm0545085","['nm0001736', 'nm0000286', 'nm0040472']",4.4,24209.0
63,tt0116839,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,0,1996,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,nm0542752,"nm0542752,nm0591160","['nm0000920', 'nm0001242', 'nm0639432']",2.4,8623.0
64,tt0114753,Two Bits,Two Bits,0,1995,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0001226,nm0825010,"['nm0000199', 'nm0056362', 'nm0097371']",6.3,3028.0
65,tt0113149,French Twist,Gazon maudit,0,1995,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0001929,"nm0041462,nm0001929,nm0095579","['nm0149260', 'nm0390458']",6.4,4243.0
66,tt0113118,Friday,Friday,0,1995,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0336620,"nm0001084,nm0690770","['nm0001084', 'nm0000676', 'nm0001474']",7.3,89801.0
67,tt0116367,From Dusk Till Dawn,From Dusk Till Dawn,0,1996,108,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,nm0001675,"nm0476071,nm0000233","['nm0000172', 'nm0000123', 'nm0000233']",7.2,257421.0
68,tt0113010,Fair Game,Fair Game,0,1995,91,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,nm0802617,"nm0331514,nm0281969","['nm0000287', 'nm0000925', 'nm0001520']",4.2,11281.0
69,tt0113537,Kicking and Screaming,Kicking and Screaming,0,1995,96,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0000876,"nm0000876,nm0075427","['nm0357979', 'nm0000655', 'nm0332489']",6.9,8849.0
70,tt0113828,Les Misérables,Les misérables,0,1995,175,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,nm0500988,"nm0401076,nm0500988","['nm0000901', 'nm0099378']",7.5,3437.0
71,tt0115644,Bed of Roses,Bed of Roses,0,1996,87,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0325533,nm0325533,"['nm0000225', 'nm0000982']",6.1,7475.0
72,tt0115676,Big Bully,Big Bully,0,1996,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,nm0591171,nm0425756,"['nm0001548', 'nm0000792']",4.6,4192.0
73,tt0114367,Screamers,Screamers,0,1995,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,nm0240995,"nm0001140,nm0639321,nm0854185","['nm0000693', 'nm0001163', 'nm0490774']",6.4,23111.0
74,tt0113973,Nico Icon,Nico Icon,0,1995,70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0644467,nm0644467,,7.3,622.0
75,tt0112744,The Crossing Guard,The Crossing Guard,0,1995,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nm0000576,nm0000576,"['nm0000197', 'nm0001556']",6.3,11927.0
76,tt0116731,The Juror,The Juror,0,1996,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nm0001270,"nm0205923,nm0848217","['nm0000285', 'nm0330687', 'nm0001254']",5.6,15701.0
77,tt0112445,The White Balloon,Badkonake sefid,0,1995,85,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,nm0070159,"nm0452102,nm0070159,nm0787526",['nm0435760'],7.8,5902.0
78,tt0114660,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,0,1995,115,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0001219,nm0003298,"['nm0000412', 'nm0000686', 'nm0000502', 'nm0001235']",6.8,24529.0
79,tt0112379,Antonia's Line,Antonia,0,1995,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0331296,nm0331296,['nm0213912'],7.5,7624.0
80,tt0114039,Once Upon a Time... When We Were Colored,Once Upon a Time... When We Were Colored,0,1995,115,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0005347,"nm0851492,nm0178294","['nm0293272', 'nm0502442']",7.2,441.0
81,tt0113612,Last Summer in the Hamptons,Last Summer in the Hamptons,0,1995,108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0415617,"nm0415617,nm0289439",['nm0047976'],6.0,342.0
82,tt0112365,Angels and Insects,Angels and Insects,0,1995,116,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0351993,"nm0125706,nm0351911,nm0351993","['nm0753314', 'nm0447305']",7.0,4221.0
83,tt0118158,White Squall,White Squall,0,1996,129,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0000631,"nm0317335,nm0840307,nm0733149","['nm0000313', 'nm0001698', 'nm0937930']",6.6,19819.0
84,tt0116151,Dunston Checks In,Dunston Checks In,0,1996,88,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,nm0477129,"nm0394201,nm0333949","['nm0004517', 'nm0005156', 'nm0000391']",5.3,10979.0
85,tt0115697,Black Sheep,Black Sheep,0,1996,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0790715,nm0937748,"['nm0000394', 'nm0005450', 'nm0001513']",6.2,33643.0
86,tt0113972,Nick of Time,Nick of Time,0,1995,90,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0000824,nm0242059,"['nm0000136', 'nm0000686', 'nm0001165']",6.3,36400.0
87,tt0113490,The Journey of August King,The Journey of August King,0,1995,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0241090,nm0251188,"['nm0000574', 'nm0236952', 'nm0001832']",6.6,854.0
88,tt0117002,Mary Reilly,Mary Reilly,0,1996,108,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,nm0001241,"nm0553168,nm0358960","['nm0000518', 'nm0170552', 'nm0002091']",5.8,13173.0
89,tt0114825,Vampire in Brooklyn,Vampire in Brooklyn,0,1995,100,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,nm0000127,"nm0000552,nm0528487,nm0614151,nm0524710,nm0662134","['nm0000552', 'nm0005300', 'nm0362429']",4.5,19661.0
90,tt0115639,Beautiful Girls,Beautiful Girls,0,1996,112,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0001130,nm0003298,"['nm0000369', 'nm0000459', 'nm0001187']",7.2,29622.0
91,tt0115759,Broken Arrow,Broken Arrow,0,1996,108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nm0000247,nm0003662,"['nm0000237', 'nm0000225', 'nm0005148']",6.0,85167.0
92,tt0113403,A Midwinter's Tale,In the Bleak Midwinter,0,1995,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0000110,nm0000110,"['nm0540585', 'nm0001972']",7.3,2221.0
93,tt0113247,La Haine,La haine,0,1995,98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0440913,nm0440913,"['nm0001993', 'nm0468003', 'nm0846548', 'nm0315760']",8.1,130338.0
94,tt0111173,Shopping,Shopping,0,1994,105,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0027271,nm0027271,"['nm0000179', 'nm0675730', 'nm0416508']",5.4,2362.0
95,tt0115907,City Hall,City Hall,0,1996,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0000887,"nm0513601,nm0001707,nm0683380,nm0325743","['nm0000199', 'nm0000131', 'nm0000732']",6.2,18351.0
96,tt0115734,Bottle Rocket,Bottle Rocket,0,1996,91,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,nm0027572,"nm0005562,nm0027572","['nm0005561', 'nm0005562', 'nm0235684']",7.0,63635.0
97,tt0117102,Mr. Wrong,Mr. Wrong,0,1996,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0145309,"nm0558533,nm0251328,nm0613248","['nm0000597', 'nm0001777']",3.8,4656.0
98,tt0118040,Unforgettable,Unforgettable,0,1996,117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,nm0001093,nm0311469,"['nm0000501', 'nm0001075', 'nm0001520']",6.0,4512.0
99,tt0112579,The Bridges of Madison County,The Bridges of Madison County,0,1995,135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0000142,"nm0481418,nm0909077","['nm0000142', 'nm0805789']",7.6,64734.0
100,tt0110251,Nobody Loves Me,Keiner liebt mich,0,1994,104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0246903,nm0246903,"['nm0762997', 'nm0901908']",7.3,1073.0
101,tt0117110,Muppet Treasure Island,Muppet Treasure Island,0,1996,99,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"nm0005008,nm0485298","nm0829044,nm0432075,nm0857130,nm0366337","['nm0000347', 'nm0175262', 'nm0084107']",7.0,18912.0
102,tt0112646,Catwalk,Catwalk,0,1995,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0494889,\N,,6.4,211.0
103,tt0113276,Headless Body in Topless Bar,Headless Body in Topless Bar,0,1995,110,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,nm0115500,nm0465756,"['nm0000855', 'nm0104312', 'nm0629737']",4.9,193.0
104,tt0112573,Braveheart,Braveheart,0,1995,178,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,nm0000154,nm0908824,"['nm0000154', 'nm0001526', 'nm0005171']",8.4,881178.0
105,tt0075314,Taxi Driver,Taxi Driver,0,1976,114,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0000217,nm0001707,"['nm0000134', 'nm0000983']",8.3,626652.0
106,tt0113326,Rumble in the Bronx,Hung fan kui,0,1995,104,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0867262,"nm0849282,nm0530853","['nm0000329', 'nm0876603']",6.8,35346.0
107,tt0115645,Before and After,Before and After,0,1996,108,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0775447,"nm0114595,nm0848217","['nm0000553', 'nm0000411']",6.1,7630.0
108,tt0113774,Margaret's Museum,Margaret's Museum,0,1995,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0710372,"nm0192996,nm0923303,nm0710372","['nm0751085', 'nm0646241']",7.3,1252.0
109,tt0112556,Happiness Is in the Field,Le bonheur est dans le pré,0,1995,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0154055,nm0703228,"['nm0785664', 'nm0593306']",7.1,2460.0
110,tt0112373,Anne Frank Remembered,Anne Frank Remembered,0,1995,117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,nm0086282,"nm0086282,nm0290833",['nm0000110'],8.1,902.0
111,tt0115033,The Young Poisoner's Handbook,The Young Poisoner's Handbook,0,1995,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0743239,"nm0712575,nm0743239","['nm0640560', 'nm0792029', 'nm0036653']",7.1,3288.0
112,tt0116606,If Lucy Fell,If Lucy Fell,0,1996,92,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nm0769703,"nm0769703,nm0819045","['nm0769703', 'nm0001774']",4.9,3634.0
113,tt0114536,Steal Big Steal Little,Steal Big Steal Little,0,1995,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0001112,"nm0001112,nm0876051,nm0673772,nm0088271,nm0086587,nm0434929","['nm0000412', 'nm0000273', 'nm0001592']",4.9,862.0
114,tt0117427,Race the Sun,Race the Sun,0,1996,100,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0437659,nm0607454,"['nm0000902', 'nm0402730', 'nm0000729']",5.4,2904.0
115,tt0103859,Boomerang,Boomerang,0,1992,117,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0399737,"nm0087904,nm0790775,nm0000552","['nm0000552', 'nm0004979']",5.5,23405.0
