movieId_ref,ML_nb_votes,ML_moy_votes,ML_std_votes,IMDB_nb_votes,IMDB_moy_votes
79.0,2538,3.1285456187895213,0.9656917196141165,7624.0,7.5
80.0,594,3.7243478260869565,1.0699076211667204,441.0,7.2
81.0,158,3.267373013399813,0.9983767927148532,342.0,6.0
82.0,2714,4.004925137903862,0.9958899446915821,4221.0,7.0
83.0,4308,3.653198653198653,1.0034165267071347,19819.0,6.6
84.0,976,3.4177215189873418,1.0585724666631449,10979.0,5.3
85.0,4864,3.531134856300663,1.0063600008932854,33643.0,6.2
86.0,3247,3.483402971216342,0.9249857474716898,36400.0,6.3
87.0,214,2.3596311475409837,1.1162067023046678,854.0,6.6
88.0,2303,3.1076274671052633,1.0424278259700541,13173.0,5.8
89.0,1966,3.139821373575608,0.8827645717252389,19661.0,4.5
90.0,4030,3.357476635514019,1.1565348872649395,29622.0,7.2
91.0,22104,,,85167.0,6.0
92.0,483,2.8541033434650456,1.0005382399022178,2221.0,7.3
93.0,1963,2.528738555442523,1.0533180994527986,130338.0,8.1
94.0,81,3.526923076923077,0.9052025310818321,2362.0,5.4
95.0,4115,3.0946435034382915,0.9544672951585936,18351.0,6.2
96.0,4298,3.6873706004140785,1.0558009689434078,63635.0,7.0
97.0,1992,3.9964340295466125,0.9059985390753899,4656.0,3.8
98.0,1133,2.4876543209876543,1.0246197728974131,4512.0,6.0
99.0,9620,,,64734.0,7.6
100.0,134,3.22138517618469,0.8008894703563635,1073.0,7.3
101.0,6376,3.786295951605398,0.8862409642258666,18912.0,7.0
102.0,125,2.4294678714859437,1.0511384935242583,211.0,6.4
103.0,16,3.2691968225948806,0.9671709176863025,193.0,4.9
104.0,53769,,,881178.0,8.4
105.0,24481,3.326299376299376,1.1299652764209454,626652.0,8.3
106.0,11890,3.4440298507462686,1.4723778116213466,35346.0,6.8
107.0,1089,3.2153387703889584,1.0507767336785452,7630.0,6.1
108.0,247,3.092,1.3535854418495705,1252.0,7.3
109.0,38,2.0625,1.4244882121894398,2460.0,7.1
110.0,949,4.042533802004873,0.955058081739478,902.0,8.1
111.0,1264,4.110575548384461,0.849071291727856,3288.0,7.1
112.0,1136,3.412573591253154,0.947009239197739,3634.0,4.9
113.0,264,3.1092745638200183,0.8998551389266906,862.0,4.9
114.0,147,3.619433198380567,0.9631982646071203,2904.0,5.4
115.0,3888,3.4078947368421053,1.2566324752326707,23405.0,5.5
116.0,2309,3.9373024236037937,1.0688431254388633,51867.0,8.1
117.0,319,3.589398734177215,0.950225186061928,4441.0,7.4
118.0,3518,3.0110035211267605,1.053047792291986,16578.0,6.8
119.0,1376,2.772727272727273,1.109693953567455,9542.0,3.2
120.0,41,2.880952380952381,1.1124041182836517,783.0,7.4
121.0,75,,,223.0,7.2
122.0,190,2.8676697530864197,0.9350073620903193,776.0,5.8
123.0,39,3.9692507579038545,0.9605107690840873,736.0,6.4
124.0,194,3.498432601880878,1.1454712802058995,800.0,6.7
125.0,2123,3.7556850483229107,0.9203047576961966,10516.0,5.2
126.0,19,2.312136627906977,1.1923048171317605,403.0,7.2
127.0,36,3.2560975609756095,1.1353520996782904,145.0,7.4
128.0,6305,3.5,1.0842857905901357,19248.0,6.1
129.0,102,3.163157894736842,1.126736414820395,228.0,7.1
130.0,226,3.1153846153846154,1.2899486855437439,308.0,5.9
131.0,137,3.2912371134020617,0.8750872734945004,718.0,6.2
132.0,41,2.773198304286387,0.9836181702094615,71.0,7.8
133.0,5073,2.6052631578947367,1.1616433207651833,12643.0,6.1
134.0,22020,3.6527777777777777,1.3670585965309632,72195.0,7.0
135.0,41,2.9980174464710547,1.050344790054704,9.0,6.1
136.0,14,3.549019607843137,1.3228939996330737,331.0,5.0
137.0,4505,3.2853982300884956,1.18197915785214,6953.0,6.6
138.0,11975,3.2846715328467155,1.2393600406797303,204598.0,6.9
139.0,580,3.073170731707317,0.9523718785862753,3561.0,5.8
140.0,4118,3.2938103686181748,0.993008450042694,93149.0,7.3
141.0,357,3.5122161671207994,0.9715563740970997,2392.0,6.0
142.0,1091,3.0609756097560976,1.2358960410933617,5127.0,7.0
143.0,47777,2.142857142857143,1.4600918230947435,242981.0,7.6
144.0,12616,3.4771365149833517,0.9354908976533131,38095.0,6.9
145.0,651,3.2507724425887266,0.9728196211401524,7806.0,6.4
146.0,32867,2.9120689655172414,1.0956149977135294,218014.0,5.4
147.0,3010,3.5829286061194754,0.9283840711072096,35256.0,7.8
148.0,1276,2.8893557422969187,1.0329943817634513,4495.0,6.6
149.0,1663,3.6943171402383133,0.9665529246815876,8479.0,6.7
150.0,2596,3.86859786089541,0.8509708583521051,14967.0,5.9
151.0,12625,3.539037729866836,0.9373571570095953,105367.0,6.1
152.0,2366,3.1044546850998462,1.1710594029557564,18805.0,6.9
153.0,14965,2.894727234003712,0.949922989279213,38814.0,5.1
154.0,23628,3.8019933554817276,0.9239057713493869,92799.0,7.3
155.0,5995,3.4079153605015673,0.9849574709078577,16644.0,8.0
156.0,14321,3.5279615153337343,0.9605484386383142,158247.0,7.2
157.0,4435,2.7846687211093992,1.0361723350574465,15715.0,6.7
158.0,33940,2.932,1.014075215385333,338018.0,7.6
159.0,650,3.4169484361792053,0.8601908357293847,12920.0,6.0
160.0,79,2.6047444036084197,1.022127649068664,453.0,6.3
161.0,12084,3.744201794481124,0.8222720718425343,62867.0,5.9
162.0,3358,4.009924937447873,0.9581377453038549,15357.0,5.0
163.0,7875,3.445394874659591,0.9444153253218508,61071.0,6.2
164.0,1427,3.46358511837655,0.8314641639785584,5335.0,6.7
165.0,12706,3.4890247495580438,0.8873903723718735,61809.0,5.6
166.0,14993,2.787692307692308,1.305553822503628,102096.0,5.5
167.0,2124,3.1645569620253164,1.14835869214122,6957.0,4.1
168.0,4801,3.084698775239987,1.1012268407513428,67020.0,7.0
169.0,2363,2.283650982727814,1.163447933053198,14748.0,7.5
170.0,2314,3.1975873015873018,1.030525595084727,13180.0,6.1
171.0,500,3.6030133146461107,0.9883107277030855,2336.0,6.7
172.0,1229,2.7326066425310875,1.0287401337223887,5792.0,5.3
173.0,8400,2.5382845327819648,1.031860538624369,108349.0,7.2
174.0,2655,2.455979284369115,1.1346331561370044,23110.0,5.2
175.0,697,3.507602582795251,1.0818553224407257,3251.0,5.8
176.0,614,3.854633939906898,0.861692198837173,4932.0,6.8
177.0,328,2.8859118409680207,1.0330426615183357,2736.0,6.0
178.0,24618,3.388,1.0220298871267717,55714.0,5.9
179.0,11222,2.7506102522375917,1.0388668510109142,33085.0,5.5
180.0,943,3.5872619047619048,0.9860943525488655,4036.0,6.6
181.0,2498,1.9290018832391713,1.137970213849029,26914.0,6.5
182.0,336,3.091822094691535,0.8934816520539745,406.0,5.2
183.0,960,3.3648208469055376,1.0152026536039185,11067.0,7.2
184.0,1664,3.1036585365853657,1.1559917168418756,13463.0,5.2
185.0,81,3.1104273295962304,0.9546327094139981,317.0,6.8
186.0,7464,2.891730529317412,0.987081361136614,56849.0,4.7
187.0,5937,3.451219512195122,0.978134678681878,31087.0,7.4
188.0,3242,3.342473979183347,1.0155505974310624,11841.0,5.7
189.0,13628,3.0014880952380953,0.8660241214667933,68530.0,5.8
190.0,110,3.566145833333333,1.1355244545336456,667.0,6.6
191.0,9143,2.676081730769231,1.1194202318042101,62027.0,7.2
192.0,1516,3.0246913580246915,1.0121179358401782,20087.0,7.9
193.0,339,2.2340568060021435,1.1844272241800409,1029.0,5.0
194.0,365,3.84967155128853,0.8791135363297818,2436.0,6.2
195.0,389,3.0894509561998764,0.9034814256112693,12183.0,6.6
196.0,5429,2.8502714998532435,0.9799010840617698,25236.0,6.5
197.0,8335,3.0681818181818183,0.9732129535088393,40787.0,5.5
198.0,1355,3.4170950453899156,0.9712368573518548,2873.0,6.7
199.0,1038,3.783641160949868,1.0432983684790242,1005.0,6.4
200.0,5414,2.836283185840708,0.9462847264295478,28565.0,6.7
201.0,27775,3.0273972602739727,1.0353982450326291,164762.0,6.2
202.0,745,2.9832904884318765,1.1533695460384263,4402.0,5.3
203.0,482,3.1474488856142937,1.0910313996099001,5761.0,5.9
204.0,579,2.949130173965207,1.0742157269827615,2798.0,7.3
205.0,447,3.5158671586715866,0.9092536163872348,5217.0,5.5
206.0,1872,3.4783236994219653,1.002534052181282,13032.0,8.0
207.0,942,3.371536756557074,1.046216677226872,12752.0,8.0
208.0,5348,2.8520972097209722,1.0235035027943837,234509.0,8.1
209.0,8547,2.835570469798658,0.9641471958450267,120102.0,6.4
210.0,1014,2.8890041493775933,0.9632668362939447,4206.0,4.3
211.0,4248,3.5958549222797926,0.8669539123750907,11006.0,6.4
212.0,633,2.5782997762863533,1.1142770060696556,8545.0,7.7
213.0,5968,4.038461538461538,0.9630342351777572,7608.0,6.6
214.0,23695,4.04723991507431,1.0327515653472008,200072.0,7.8
215.0,8581,3.838911742707554,0.9594813902884253,45459.0,6.7
216.0,12662,3.2602082602082603,1.117054819953472,41995.0,6.1
217.0,4640,2.730276134122288,1.0234084133597323,17889.0,5.6
218.0,475,3.2934322033898304,0.9699981137029967,2067.0,4.5
219.0,2428,3.6248025276461298,1.0239540822347686,20208.0,7.3
220.0,7284,,,34666.0,7.4
221.0,32085,,,326281.0,7.3
222.0,6150,3.5371983914209117,0.8804661871632636,16392.0,7.8
223.0,3478,3.8695505380882045,0.9746573660669752,16495.0,7.1
224.0,3269,3.4445868779862487,0.9499663262638602,6118.0,4.2
225.0,16419,3.2883035855315117,0.8716637123569806,156348.0,7.9
226.0,12215,,,43616.0,6.6
227.0,6422,3.06875,0.8930848260801968,10479.0,6.4
228.0,834,2.6873684210526316,1.0740752184786846,2329.0,6.4
229.0,3178,3.562808896210873,0.8970885571725364,40355.0,6.8
230.0,837,3.5911587040087865,0.8744838708872074,5807.0,5.3
231.0,562,2.9524700015583605,1.1931175063165753,5992.0,6.7
232.0,1076,4.035609756097561,0.8506262665107593,5792.0,6.9
233.0,439,3.523720529039678,1.050260257315908,1762.0,3.9
234.0,285,2.679718568369532,1.0675853485616766,678.0,6.4
235.0,255,3.6636518667397526,0.9577589439887761,3100.0,6.5
236.0,7681,3.3153499795333605,0.911881072360401,55629.0,7.4
237.0,3161,3.22454064154469,0.8958114646359839,6073.0,6.0
238.0,4950,3.1690647482014387,1.0657619734433823,21515.0,7.5
239.0,892,3.0547514159848963,1.030151862193718,22664.0,6.7
240.0,388,2.9097968936678615,0.9411128411360165,4318.0,6.0
241.0,10074,3.0320284697508897,1.0621703536394689,22087.0,6.2
242.0,27568,3.386617100371747,1.0157674547300188,271647.0,7.6
243.0,629,2.530751708428246,1.1565130751552553,2651.0,5.7
244.0,1081,2.380701754385965,1.1933558133918254,2312.0,4.7
245.0,9890,2.976470588235294,0.8881521636880847,60380.0,4.6
246.0,3811,,,22181.0,6.4
247.0,1710,3.840450462179404,0.9049359756215202,5253.0,4.8
248.0,1996,3.0256248022777603,0.9305681521330921,15737.0,5.9
249.0,54502,3.682121212121212,0.9093114916355732,1105817.0,8.6
250.0,10367,2.9854260089686098,1.0815826507640942,43256.0,7.3
251.0,4217,3.0502577319587627,0.9594760281779182,29324.0,7.7
252.0,395,3.2227020051618025,0.8763025109401363,2838.0,7.5
253.0,159,3.4966446604759143,0.9316317610931053,3659.0,7.2
254.0,11975,2.8934817170111287,0.9050137021165497,15613.0,7.2
255.0,16171,2.287696577243293,1.1019874152661364,131467.0,7.5
256.0,3792,2.7282103134479274,1.014403765145231,27581.0,6.2
257.0,728,3.412883757543952,0.8534440659019493,6587.0,6.8
258.0,600,2.6467836257309942,1.08129403381359,1753.0,6.5
259.0,1315,3.0756513026052104,0.8430986686420354,4133.0,5.9
260.0,1257,4.190671901948552,0.918521887115363,5056.0,6.4
261.0,7871,3.628918684286679,0.968884531325859,14137.0,7.2
262.0,7424,3.776025610623666,0.9244089076625951,47546.0,6.4
263.0,1181,3.731645569620253,1.0349899216995604,7794.0,5.1
264.0,1564,3.3459119496855347,0.998336726784192,9332.0,5.4
265.0,5459,3.9272651356993737,0.9551993895654142,10569.0,5.5
266.0,9140,3.496258734772123,1.0354126640506869,28295.0,6.5
267.0,1157,2.878428270042194,1.1120850534236992,2957.0,5.4
268.0,936,3.3070054945054945,0.899437598984891,3412.0,7.3
269.0,5104,3.4775,0.9002376332542491,24477.0,7.3
270.0,3936,3.173764258555133,0.9881508285990543,16756.0,7.4
271.0,11249,3.3305489260143197,0.9321773195740312,25487.0,6.5
272.0,232,3.751746919070004,0.8799917320755444,2566.0,6.7
273.0,36,3.135035021551724,0.9488733785502719,172.0,4.2
274.0,86,2.871295512277731,1.0217701978305878,436.0,3.4
275.0,329,2.7247442455242967,1.0077284203716308,533.0,5.6
276.0,23610,2.9862612200036636,0.9418771546639626,198181.0,7.3
277.0,3192,3.42335886214442,1.0535795457237882,18054.0,6.5
278.0,4042,3.0216076058772687,0.8331682817330747,29065.0,7.9
279.0,656,3.699786324786325,0.9143186336938228,5073.0,4.5
280.0,26246,3.725705329153605,0.8476995025147731,99979.0,6.6
281.0,25804,3.6704776422764227,0.8366766566054007,909105.0,8.6
282.0,851,3.420970752955818,0.9871256515079622,1978.0,6.1
283.0,469,3.0797413793103448,1.0124223758021789,938.0,5.4
284.0,67310,2.888888888888889,1.287916984409383,1613755.0,8.9
285.0,266,2.3313953488372094,1.3647030815104046,2075.0,6.4
286.0,244,,,3195.0,7.3
287.0,2626,3.24468085106383,1.07642870388184,9115.0,7.1
288.0,20601,3.230347310461669,1.192219012066592,60312.0,7.5
289.0,469,3.346021303258145,0.8732899699010241,1024.0,6.7
290.0,1564,3.995299356754082,0.8840765580533528,15174.0,7.5
291.0,6945,2.276676829268293,1.1006820616075932,78008.0,6.4
292.0,724,3.414367903680561,0.8663012618604946,1621.0,6.4
293.0,3429,4.050573554487676,0.8190438983765613,13624.0,5.1
294.0,7252,3.1762632197414806,0.9858173778132345,78638.0,8.1
295.0,6676,2.7974413646055436,1.0219356211402937,76934.0,8.0
296.0,5170,4.174231169217055,0.9760762295742472,54783.0,7.7
297.0,459,3.1146616541353382,1.0984600190229823,448.0,7.0
298.0,81,3.5040983606557377,0.8642318638913996,271.0,5.7
299.0,1325,3.728865194211729,0.979592144143723,2481.0,5.3
300.0,1173,3.666690937333139,0.8104021332239233,20540.0,6.5
301.0,4124,3.5277185501066097,0.8772281263012274,6548.0,7.5
302.0,11164,3.75,0.951898127314928,57805.0,5.5
303.0,31799,3.0401727861771057,0.9469125637144967,164467.0,7.1
304.0,16183,3.1988950276243093,0.9618296850512467,84593.0,6.4
305.0,63366,2.706036745406824,1.041185853316528,2064369.0,9.3
306.0,7180,4.089561500275786,0.9196501620575379,52391.0,7.3
307.0,319,3.9931845416417016,0.945554542454194,1568.0,6.6
308.0,922,3.913249516441006,0.9022491198094376,4901.0,7.5
309.0,2986,3.636165577342048,1.008955155235046,20832.0,7.1
310.0,469,,,4786.0,7.3
311.0,1036,2.6604938271604937,1.2470644542630585,5104.0,5.6
312.0,1333,2.620377358490566,1.1404568608460035,14041.0,8.3
313.0,7159,3.02387041773231,1.025207724020874,27902.0,5.3
314.0,2427,3.8490543161978663,0.9295178703060675,19219.0,6.7
315.0,26404,2.9020512361160873,1.0129566001501618,69557.0,6.6
316.0,1536,3.3542249756281644,0.9370142912210352,5840.0,6.3
317.0,559,3.1460792189334486,0.9901151769760131,1429.0,6.5
318.0,2085,4.446990499637029,0.717524667861994,26004.0,5.6
319.0,10962,3.7844707520891365,0.8922456560542775,70211.0,7.1
320.0,1638,3.249216300940439,1.1402268670807094,3919.0,7.5
321.0,397,3.761930585683297,0.9217446538509496,2912.0,6.2
322.0,295,3.6972538513060953,0.8994354234360372,688.0,4.8
323.0,17881,,,195624.0,7.8
324.0,4652,3.6865671641791047,0.9534299004506582,26097.0,5.6
325.0,23214,2.6462355212355213,1.153694053723484,83432.0,6.7
326.0,1467,4.081020255063766,0.9419127129934779,11245.0,6.7
327.0,400,2.8063276993993576,1.2159140439071379,1002.0,7.1
328.0,11690,3.15306963329213,1.0772672808580268,32022.0,7.2
329.0,934,3.3296280866535373,0.9533057629816433,4873.0,5.8
330.0,38226,2.8082682291666665,1.0612465761701906,252225.0,6.9
331.0,10312,3.2853309481216457,0.8972675703412097,42744.0,7.5
332.0,1129,2.7609112709832133,1.011347391051334,5324.0,6.7
333.0,1542,3.3484765553731073,1.0677411301944455,30992.0,7.2
334.0,8038,3.8192918192918195,1.0522426753547593,32957.0,7.5
335.0,29571,3.2632241813602016,0.9682368035230912,80719.0,6.9
336.0,15833,2.8508474576271188,1.0545290855628098,53919.0,6.7
337.0,3667,3.75583021083832,0.8683940377081579,11416.0,6.5
338.0,1343,2.994733447979364,0.9550329478687295,7935.0,6.9
339.0,16524,3.500344619626088,0.9196842035682623,153829.0,7.6
340.0,9939,3.3752556237218814,0.8976138518160819,69242.0,4.9
341.0,66172,3.59375,0.8565454528406273,1581568.0,8.8
342.0,27699,3.5099657827202737,1.0119522262761733,125000.0,7.1
343.0,2273,2.6461456102783725,1.1471578767584707,16571.0,6.5
344.0,277,2.9823418615601947,1.1062292347689548,1376.0,6.8
345.0,2101,3.6495830100853373,1.0187133833034858,10727.0,5.3
346.0,4993,3.429140832595217,0.8499224341995509,31833.0,6.4
347.0,7629,3.4121271076523993,1.0490387501006737,14972.0,6.0
348.0,643,3.700734013436178,0.8958009456593634,1385.0,8.0
349.0,38991,3.6603090866051198,0.8129469926233187,819309.0,8.5
350.0,1825,3.4674098402071625,0.8153941236630124,14289.0,6.1
351.0,2628,3.304745023179711,0.9129751244717283,45725.0,6.5
352.0,34384,3.2598659717051377,0.9884982271421973,310919.0,6.9
353.0,17062,3.513586298717018,1.0003842352035623,94148.0,7.0
354.0,1120,,,4006.0,6.4
355.0,14261,2.433494315323473,0.9883116338145496,88239.0,6.5
356.0,4313,4.029000181345584,0.9480175852362223,11894.0,6.6
357.0,8010,3.6511065381421712,0.9233239012753868,41641.0,6.6
358.0,3527,3.249450065992081,0.9815780743789304,18230.0,7.0
359.0,4965,3.292418772563177,0.9617957228018522,57581.0,5.3
360.0,254,2.733698238933841,0.9489980091010987,1118.0,6.4
361.0,11294,3.3380733026236733,0.8342541705427421,37852.0,6.4
362.0,41562,3.397168698387731,0.9628712173012174,299206.0,7.2
363.0,2342,3.9937791601866253,0.924295738164981,4538.0,5.7
364.0,5470,3.779090046420969,0.9303307554649132,51147.0,5.9
365.0,43159,3.176986301369863,0.9180611675580413,217596.0,7.2
366.0,4925,2.956240487062405,1.0705895717869423,18872.0,6.6
367.0,5419,3.1747178920428105,0.9796319135684957,48722.0,6.2
368.0,5025,3.410737310983472,0.8916789304259612,41184.0,6.7
369.0,771,3.3151785714285715,0.9053716986283225,2543.0,5.4
370.0,128,2.9555080288899798,1.040653985912831,908.0,6.9
371.0,357,3.25863667980524,0.7801962052352976,4474.0,5.9
372.0,701,3.252059925093633,0.9074125600607871,5945.0,6.0
373.0,551,3.7819676779132405,0.8121722069815795,439.0,7.2
374.0,201,2.424773413897281,1.015507564935933,1595.0,7.0
375.0,814,3.2716535433070866,0.8841062692366799,12516.0,6.8
376.0,427,3.281609704267753,0.8511658698276612,3133.0,6.6
377.0,275,3.4932029257494825,0.9361979679659145,1362.0,7.4
378.0,2041,3.1270281810418448,0.8545326333255032,60161.0,3.9
379.0,132,2.723583180987203,1.0087437962040111,3231.0,6.7
380.0,13,3.4911490071595725,0.9315778143398095,114.0,5.8
381.0,26,3.404263959390863,0.9510362957934303,1616.0,5.5
382.0,92,3.0356154272005904,0.8811975289364701,918.0,3.5
383.0,51,3.195323383084577,0.8996792709105104,319.0,8.0
384.0,10,2.976005188067445,0.9420246887734752,166.0,6.1
385.0,28,3.5703125,0.8174628865374511,143.0,6.1
386.0,19,2.819327731092437,1.0581367961512702,156.0,5.0
387.0,60,2.6661911554921542,0.9934706339647058,186.0,5.3
388.0,13,3.5544464609800364,0.9576169343936289,286.0,7.2
389.0,81,3.487562189054726,1.0564537506976746,87.0,7.2
390.0,3554,3.4305896805896805,1.1301135347471039,18487.0,4.4
391.0,66,3.15807962529274,0.9642429043666618,399.0,6.4
392.0,1800,3.3127272727272725,1.1567091732495947,52680.0,7.2
393.0,18618,1.8672219500244978,0.9966899011464767,68574.0,6.7
394.0,113,3.3333333333333335,1.1732818633170823,844.0,6.7
395.0,4521,3.076923076923077,1.1519214716824566,43538.0,7.2
396.0,6105,2.5,0.824621125123532,42650.0,6.1
397.0,3217,2.1847826086956523,1.2218644358006492,12254.0,5.5
398.0,1774,3.3823529411764706,1.0610760354193174,10834.0,5.1
399.0,3301,2.25,1.2304019216861166,5225.0,7.0
400.0,685,2.517857142857143,1.30158125240561,3613.0,5.4
401.0,4542,3.236842105263158,1.0589358003390792,16096.0,4.9
402.0,14934,2.925,1.2716764592258334,69880.0,5.5
403.0,1748,1.8461538461538463,1.1794175007289154,8410.0,6.6
404.0,1412,3.2962962962962963,1.3033077576348233,7204.0,6.2
405.0,2304,2.450056274620146,1.1485358205248681,26088.0,6.2
406.0,882,3.0833333333333335,0.9054677216067921,6193.0,6.4
407.0,3314,3.145,1.1224761696929815,15198.0,5.9
408.0,3407,,,10671.0,4.6
409.0,4919,,,115044.0,7.8
410.0,1483,2.9920775593511655,0.9217689064824484,7698.0,5.2
411.0,252,2.774336283185841,1.2764892395790344,2012.0,5.0
412.0,8946,3.568237115682371,0.9172268286896856,183952.0,7.9
413.0,12819,2.7982800982800984,0.9796698113269676,16839.0,5.5
414.0,1242,,,3429.0,5.7
415.0,24940,2.8197078023002797,0.8744099868149481,110252.0,6.4
416.0,13911,2.705467869222097,0.9623062170183712,46613.0,5.3
417.0,1239,3.516207209936383,0.9719369779837788,21051.0,5.1
418.0,1835,2.705839416058394,1.0958965476635762,5838.0,5.0
419.0,1054,2.4929546455306033,1.0177108731941122,7185.0,5.8
420.0,53,2.7498660774072587,0.9856118434574664,3232.0,5.7
421.0,19297,3.3083524027459954,1.026633885590613,45402.0,6.8
422.0,8035,3.2411473087818696,0.7656421462233804,145431.0,7.7
423.0,18307,3.008029513888889,0.8978677530410353,143921.0,6.6
424.0,1299,,,6687.0,4.3
425.0,1893,3.479591836734694,0.8882718322504705,6253.0,5.7
426.0,3752,3.113458056729028,0.9362150247102279,21846.0,8.1
427.0,223,2.5410918696800704,1.1394602592443395,2365.0,5.3
428.0,3013,3.8195771498272006,0.7706918880260384,19701.0,7.1
429.0,684,2.360418071476736,1.1291758727868735,3634.0,7.2
430.0,2967,2.3273809523809526,0.9173864475441822,12292.0,6.7
431.0,636,3.695059244355019,0.8345944961554147,4528.0,6.3
